web_scraper_order,web_scraper_start_url,rooms_area_price_raw_1,rooms_area_price_raw_2,rooms_area_price_raw_3,rooms_area_price_raw_4,rooms_area_price_raw_5,price_raw_1,price_raw_2,price_raw_3,price_raw_4,price_raw_5,address_raw_1,address_raw_2,address_raw_3,address_raw_4,address_raw_5,description_raw_1,description_raw_2,description_raw_3,description_raw_4,description_raw_5,text_raw_1,text_raw_2,text_raw_3,text_raw_4,text_raw_5
"1789666061-21","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","1 Zimmer","96m²","CHF 3'150.–","","","CHF 3'150.–","","","","","Konradstrasse 15a, 8400 Winterthur","","","","","Erstbezug - Atelierwohnung mit Loft-Charakter","","","","","Mit dem ""K15"" entsteht an zentraler Lage in Winterthur ein einzigartiges Wohnprojekt, das historische Bausubstanz mit moderner Architektur und nachhaltigem Wohnen verbindet.Die Atelierwohnung 15a-002 überzeugt mit einem aussergewöhnlichen Raumkonzept, einem grosszügigen Atelierbereich, einem separaten Zimmer sowie zwei Terrassen mit insgesamt 32 m². Hochwertige Materialien und ein moderner Innenausbau schaffen ein Wohnambiente mit besonderem Charakter.Die zentrale Lage nahe Einkaufsmöglichkeiten, Gastronomie und dem Hauptbahnhof Winterthur bietet urbanes Wohnen mit hoher Lebensqualität.Highlights auf einen Blick • Grosszügige Wohnfläche • Zwei Terrassen mit insgesamt 32 m² • Hochwertige Küche mit Electrolux-Geräten (Induktionskochfeld, Kombisteamer und Geschirrspüler) • Eichen-Klötzliparkett in den Wohnräumen • Modernes Badezimmer mit fugenlosem Polyurethanboden • Fussbodenheizung • 3-fach-Isolierverglasung • Elektrische Sonnen- und Sichtschutzsysteme • Video-Gegensprechanlage • Lift vorhanden • Kellerabteil • Fernwärmeanschluss Auf Wunsch können Einstellplätze und Motorradplätze in der Tiefgarage dazu mieten.Weitere Informationen zum Projekt, das gesamte Wohnungsangebot, verfügbare Besichtigungstermine sowie die Möglichkeit zur direkten Einreichung Ihrer Bewerbung finden Sie unter: www.k15-winterthur.ch.","","","",""
"1789666061-22","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","2.5 Zimmer","69m²","CHF 2'550.–","","","CHF 2'550.–","","","","","Konradstrasse 15a, 8400 Winterthur","","","","","Erstbezug - Grosszügige Wohnung mit hochwertigem Ausbau","","","","","Mit den Mietwohnungen an der Konradstrasse 15 entsteht an äusserst zentraler Lage in Winterthur ein einzigartiges Wohnprojekt, das historische Bausubstanz mit moderner Architektur und nachhaltigem Wohnen verbindet.Die Wohnung 15a-101 überzeugt mit grosszügigen Raumverhältnissen, einem hellen Wohn- und Essbereich, einem grossen Balkon sowie einem hochwertigen Innenausbau mit Eichenparkett, moderner Küche und stilvollem Badezimmer.Die zentrale Lage nahe Einkaufsmöglichkeiten, Gastronomie und dem Hauptbahnhof Winterthur bietet urbanes Wohnen mit hoher Lebensqualität.Highlights auf einen Blick • Hochwertige Küche mit Electrolux-Geräten (Induktionskochfeld, Kombisteamer und Geschirrspüler) • Eichen-Klötzliparkett im Wohn- und Schlafzimmer • Modernes Badezimmer mit Dusche • Fussbodenheizung • 3-fach-Isolierverglasung • Elektrische Sonnen- und Sichtschutzsysteme • Video-Gegensprechanlage • Lift vorhanden • Kellerabteil • Fernwärmeanschluss Auf Wunsch können Einstellplätze sowie Motorradplätze dazu gemietet werden.Weitere Informationen zum Projekt, das gesamte Wohnungsangebot, verfügbare Besichtigungstermine sowie die Möglichkeit zur direkten Einreichung Ihrer Bewerbung finden Sie unter: www.k15-winterthur.ch.","","","",""
"1789666061-23","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3.5 Zimmer","77m²","CHF 2'940.–","","","CHF 2'940.–","","","","","Konradstrasse 15b, 8400 Winterthur","","","","","Erstbezug - Wohnen über den Dächern von Winterthur","","","","","Zentral, zentraler - Konradstrasse!Nur wenige Gehminuten vom Hauptbahnhof Winterthur entfernt befinden sich die attraktiven Mietwohnungen des Projektes K15.Die 3.5-Zimmer-Dachwohnung Nr. 15b-504 überzeugt mit einem durchdachten Grundriss, zwei charmante Zimmer, zwei Balkonen sowie einem hochwertigen Innenausbau mit Eichenparkett, moderner Küche und stilvollem Badezimmer. Die Dachsituation verleiht der Wohnung zudem einen besonderen Wohncharakter und eine einzigartige Atmosphäre.Einige Highlights auf einen Blick • Dachwohnung mit besonderem Wohncharakter • Hochwertige Küche mit Electrolux-Geräten (Induktionskochfeld, Kombisteamer und Geschirrspüler) • Eichen-Klötzliparkett im Wohn- und Schlafzimmer • Modernes Badezimmer mit fugenlosem Polyurethanboden • Fussbodenheizung • 3-fach-Isolierverglasung • Elektrische Sonnen- und Sichtschutzsysteme • Video-Gegensprechanlage • Lift (bis zum 4. Obergeschoss) • Kellerabteil • Fernwärmeanschluss Auf Wunsch können Tiefgaragenplätze sowie Motorradplätze in der Tiefgarage dazu gemietet werden.Weitere Informationen zum Projekt, das gesamte Wohnungsangebot, verfügbare Besichtigungstermine sowie die Möglichkeit zur direkten Einreichung Ihrer Bewerbung finden Sie unter: www.k15-winterthur.ch.","","","",""
"1789666061-24","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3.5 Zimmer","86m²","CHF 2'530.–","","","CHF 2'530.–","","","","","Wurmbühlstrasse 20, 8405 Winterthur","","","","","Wohnen in Winterthur Seen – Erstbezug nach Sanierung","","","","","An der Wurmbühlstrasse 18 in Winterthur Seen finden Sie frisch sanierte Mietwohnungen.Gelegen im 1. Obergeschoss bietet diese grosszügige und moderne 3.5-Zimmerwohnung alles, was das Herz begehrt.Die Wohnung auf einen Blick: • Grosszügiger Grundriss: Viel Platz zum Wohnen und Wohlfühlen. • Moderne Küche und Badezimmer: Zeitgemäss erneuert und hochwertig ausgestattet. • Helle Wohnräume: Freundliche Atmosphäre dank viel Tageslicht. • Ruhige Quartierlage: Wohnen in angenehmer Umgebung. • Attraktive Infrastruktur: Einkaufsmöglichkeiten, ÖV und Erholung in unmittelbarer Nähe. Das beliebte Quartier Seen bietet die ideale Kombination aus ruhigem Wohnen und urbaner Nähe. Einkaufsmöglichkeiten, öffentliche Verkehrsmittel und vielfältige Freizeitangebote sind bequem erreichbar. Die naturnahe Umgebung sowie die hervorragende Infrastruktur machen diesen Standort zu einem attraktiven Zuhause für Singles, Paare und Familien.Die gezeigten Bilder dienen als Muster und können vom tatsächlichen Objekt abweichen.Weitere Informationen sowie das ganze Wohnungsangebot finden Sie auf der Projektwebseite.","","","",""
"1789666061-25","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3.5 Zimmer","133m²","CHF 2'600.–","","","CHF 2'600.–","","","","","Oberseenerstrasse 16, 8405 Winterthur","","","","","Ein glücklicher Wohnungsstart","","","","","Per sofort oder nach Vereinbarung vermieten wir diese schöne 3.5-Zimmerwohnung im Herzen von Winterthur.Die Wohnung bietet Ihnen folgende Annehmlichkeiten:- Wohn- und Schlafzimmer mit Parkettboden - Küche und Nasszelle mit pflegeleichtem Plattenboden- Grosses Wohnzimmer mit viel Tageslicht- Helle und geräumige Zimmer- Küche mit Glaskeramikherd, Geschirrspüler, Backofen und ausreichend Stauraum für Ihre Küchenutensilien- Badezimmer mit WC, Doppellavabo, Spiegelschrank, Dusche, Badewanne, Tageslicht und eigenem Waschturm (Waschmaschine und Trockner) - Korridor mit praktischen Einbauschränken, welche für zusätzlichen Stauraum sorgen - Balkon für gemütliche Sonnenstunden- Eigenes KellerabteilDie Haustierhaltung ist in dieser Liegenschaft erlaubt.Nach Verfügbarkeit kann ein Parkplatz für CHF 40.00 oder ein Einstellplatz für CHF 120.00 pro Monat dazu gemietet werden.Umgebung:- Schöne Grünfläche hinter dem Haus- Diverse Einkaufsmöglichkeiten befinden sich in unmittelbarer Nähe- Sehr gute Anschlüsse an den öffentlichen VerkehrBitte beachten Sie, dass die Bilder als Referenzbilder dienen und vom Original abweichen können.Haben wir Ihr Interesse geweckt? Für einen Besichtigungstermin kontaktieren Sie uns bitte schriftlich über das Kontaktformular. Wir freuen uns auf Ihre Anfrage.","","","",""
"1789666061-26","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3.5 Zimmer","85m²","CHF 2'009.–","","","CHF 2'009.–","","","","","Holzlegistr. 15a, 8408 Winterthur","","","","","MIETEN OHNE KAUTION - Familienfreundliche Wohnung","","","","","Diese kinderfreundliche Wohnsiedlung begeistert Sie und Ihre Familie, wenn Sie die Natur lieben und gerne modern wohnen. Die unmittelbare Nähe zu den Einkaufsmöglichkeiten und den Schulen erspart Ihnen lange Wege und erleichtert den Alltag.Für Ihre Wohnqualität:- Parkettböden in Wohn- und Schlafzimmern- Offene Küche mit Glaskeramikherd und Geschirrspüler- Entrée mit Einbauschränken- Bad mit Badewanne- Grosszügiger Balkon- Separates Kellerabteil für mehr StauraumZusätzlich auf Wunsch: Einstellplatz Tiefgarage CHF 140.-/Monat.Bei diesem Mietobjekt müssen Sie nicht wie üblich drei Monatsmieten als Kaution auf ein Sperrkonto einzahlen. So bleiben Sie liquid, da nicht eine grössere Geldsumme für die Dauer Ihres Mietverhältnisses blockiert ist. Und das Beste: Das Angebot ""Mieten ohne Kaution"" ist für Sie gratis. Erfahren Sie mehr auf https://regimo.ch/kaution oder auf dem Flyer in der Fotoserie des Inserates.Interessiert? Dann lohnt sich eine Besichtigung.","","","",""
"1789666061-27","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","2.5 Zimmer","61m²","CHF 1'730.–","","","CHF 1'730.–","","","","","Pionierstr. 18, 8400 Winterthur","","","","","MIETEN OHNE KAUTION - Urbanes Wohnen im trendigen Sulzer-Areal","","","","","Diese Wohnung begeistert vor allem durch den hohen Wohnkomfort, die grosszügigen Fensterfronten, eine modern eingerichtete Küche und durch ihre zentrale Lage. Die Altstadt, das Zentrum Neuwiesen, S-Bahn und diverse andere Einkaufsmöglichkeiten sind bequem zu Fuss zu erreichen.Für Ihre Wohnqualität:- Parkettböden in Wohn- und Schlafzimmer- Im Wohnraum integrierte offene Küche- Bad/WC- Eigene Waschmaschine und Tumbler- Loggia/BalkonZusätzlich auf Wunsch: Einstellplatz in der Tiefgarage CHF 170.-/Monat.Bei diesem Mietobjekt müssen Sie nicht wie üblich drei Monatsmieten als Kaution auf ein Sperrkonto einzahlen. So bleiben Sie liquid, da nicht eine grössere Geldsumme für die Dauer Ihres Mietverhältnisses blockiert ist. Und das Beste: Das Angebot ""Mieten ohne Kaution"" ist für Sie gratis. Erfahren Sie mehr auf https://regimo.ch/kaution oder auf dem Flyer in der Fotoserie des Inserates.Bitte beachten Sie, dass es sich bei den Bilder um Beispielbilder handelt, welche den Ausbaustandard der Wohnung zeigen. Abweichungen sind vorbehalten.Interessiert? Dann lohnt sich eine Besichtigung.","","","",""
"1789666061-28","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3 Zimmer","77m²","CHF 1'570.–","","","CHF 1'570.–","","","","","Wingertlistrasse 14, 8405 Winterthur","","","","","3-Zimmerwohnung im Hochparterre","","","","","Wir vermieten per 1. Dezember 2026 eine 3-Zimmerwohnung im 1. OG mit ca. 77 m2 Wohnfläche.Folgendes erwartet Sie:- Küche mit Glaskeramikherd und Geschirrspüler- Badezimmer mit Badewanne- separates WC- Wohn- und Schlafzimmer mit Parkettböden- Garderobe- und Einbauschränke im Eingangs- und Korridorbereich- Kellerabteil- Waschküche zur Mitbenützung- Lift- Hundehaltung ist leider nicht möglichEin Einstellplatz kann für Fr. 130.00/Mt. dazu gemietet werden.Haben wir Ihr Interesse geweckt?Dann zögern Sie nicht uns zu kontaktieren.*************************************************Bemerkungen:Die inserierten Fotos zeigen eine vergleichbare Wohnung im selben Haus. Die zu vermietende Wohnung kann materialtechnisch insbesondere bei den Bodenbelägen von den dargestellten Fotos abweichen.Keine Gewähr auf die Genauigkeit der Masse im Grundriss. Es zählen die effektiven Masse vor Ort.","","","",""
"1789666061-29","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4.5 Zimmer","93m²","CHF 2'730.–","","","CHF 2'730.–","","","","","Solarstrasse 25, 8404 Winterthur","","","","","Moderne Wohnung direkt am Bahnhof Winterthur Hegi","","","","","Willkommen in Ihrem urbanen Wohntraum!Im aufstrebenden Hegi-Quartier in Winterthur steht Ihnen eine exklusive Mietwohnung (4.5-ZWG) zur Verfügung, die eine hochwertige Bauweise mit durchdachter Raumgestaltung und nachhaltiger Minergie-P-Zertifizierung vereint.Doch das ist noch längst nicht alles, diese Highlights erwarten Sie:- Edles Eichenparkett- lichtdurchflutete Räume- Waschturm in der Wohnung- Grosszügiges Kellerabteil- Kontrollierte Wohnungslüftung und Fussbodenheizung- Sonniger Balkon - Nachhaltige Energieversorgung dank Fernwärme und PhotovoltaikDie Lage ist ideal für alle, die naturnah und dennoch zentral leben möchten. Der Bahnhof Winterthur-Hegi liegt nur einen Katzensprung entfernt, und in nur 8 Minuten erreichen Sie den Hauptbahnhof Winterthur.Einkaufsmöglichkeiten, Schulen und Naherholungsgebiete befinden sich in unmittelbarer Nähe.Bitte beachten Sie, dass es sich bei den Fotos um Aufnahmen einer typenähnlichen Wohnung handelt.David Salinovic freut sich auf Ihre Kontaktaufnahme via Kontaktformular.","","","",""
"1789666061-30","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3.5 Zimmer","80m²","CHF 2'930.–","","","CHF 2'930.–","","","","","Tösstalstr. 93, 8400 Winterthur","","","","","Neubauwohnung - Ihr neuer Lebensraum: modern, grün, vernetzt","","","","","Im beliebten Wohnquartier Mattenbach entstanden nachhaltige Neubauwohnungen in moderner Holzbauweise mit hohem Wohnkomfort. Die Wohnung überzeugt mit hellen Räumen, grosszügiger Terrasse und Balkon sowie hochwertiger Ausstattung. Dank zentraler Lage sind Innenstadt, ÖV, Einkaufsmöglichkeiten und das Naherholungsgebiet Eschenberg/Bruderhaus schnell erreichbar, während ein grüner Innenhof zusätzliche Lebensqualität bietet.Bitte beachten Sie, dass es sich bei den Fotos um Bilder vor der Fertigstellung und Reinigung handelt. Die Wohnung wird bis zum 1. September 2026 fertiggestellt und ist ab dann bezugsbereit.Für Ihre Wohnqualität:- Fugenloser Anhydritboden in Wohn-/Schlafbereich, Feinsteinzeug anthrazit in den Bädern- Vollholzdecke für gemütliches Raumgefühl- Fussbodenheizung mit Fernwärme- Moderne offene Küche mit Induktionskochfeld, Geschirrspüler und grossem Kühlschrank- Zusätzliche Galerie 6 m2 zum Beispiel für Homeoffice oder Leseecke- Badezimmer mit Badewanne/WC und eigenem Waschturm- Zweite Nasszelle mit Dusche/WC- Reduit für zusätzlichen Stauraum- Grosszügiger Balkon 10.5 m2 und Loggia 14.5 m2- Gemeinschaftlicher Hofbereich mit Sitz- und SpielgelegenheitenZusätzlich auf Wunsch: Einstellplatz Tiefgarage CHF 180.-/Monat oder Elektro Einstellplatz CHF 210.-/Monat.Interessiert? Wir freuen uns auf Ihre Bewerbung.","","","",""
"1789666061-31","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3 Zimmer","77m²","CHF 1'960.–","","","CHF 1'960.–","","","","","Wingertlistrasse 16, 8405 Winterthur","","","","","Tolle Wohnung im Tägelmoos-Quartier","","","","","Per 1. Dezember 2026 vermieten wir eine im 2023 modern sanierte 3-Zimmerwohnung im familiären Quartier.Es erwartet Sie folgende Ausstattung:Neue Einbauküche mit Granitarbeitsfläche, moderne Küchengeräte wie Glaskeramikherd, Geschirrspüler und Kühlschrank mit grossem Tiefkühlschrank.Schöne Parkettbeläge in allen Wohn- und Schlafbereichen.Zwei Nasszellen mit Badewanne und Toilette, separate Dusche mit Toilette und jeweils grossem Spiegelschrank. Eigener Waschturm mit Waschmaschine/Tumbler.Grosszügiger Eingangsbereich mit Garderobe und Einbauschränken. Gegensprechanlage mit automatischem Türöffner und Sonnerie mit eingebauter Kamera.Balkon mit Mittag-/AbendsonneEigenes KellerabteilLiftanlageZusätzlich profitieren Sie von wärmegedämmten Fassaden, um Heizkosten zu sparen.Ein Einstellplatz kann zu Fr. 145.-/Mt. dazu gemietet werden.Alle wichtigen Infrastrukturen wie Bus, Schulen, Kindergarten, Einkaufsmöglichkeiten und Sportanlagen befinden sich in unmittelbarer Nähe. Autobahnanschluss ca. 3 kmGerne können Sie die Wohnung ohne Voranmeldung wie folgt besichtigen.Freitag, 18. September 2026 von 17:00-18:00 Uhr⁠Dienstag, 22. September 2026 von 18:00-19:00 Uhr⁠Donnerstag, 24. September 2026 von 17:00-18:00 UhrBitte klingeln Sie bei Bircher.******************************************************************************Bemerkungen zum Grundriss: Sämtliche Angaben dienen lediglich zu Informationszwecken und erfolgen ohne Gewähr für Richtigkeit, Genauigkeit und Vollständigkeit. Haftungsansprüche werden diesbezüglich abgelehnt.******************************************************************************Wir freuen uns auf Ihre anschließende Bewerbung!!!","","","",""
"1789666061-32","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4.5 Zimmer","96m²","CHF 2'200.–","","","CHF 2'200.–","","","","","Meilistrasse 9, 8400 Winterthur","","","","","Stadtnah","","","","","Mittendrin, sonnig und ruhigReizvoll an bester Wohnlage……Winterthur – das ist Leben mit freundlichen Menschen und netten Nachbarn. In Winterthur heisst wohnen auch leben.Die sonnigen und offenen Räume und der grosszügige Balkon mit Blick ins Grüne verleihen der Wohnung ein spezielles Wohngefühl. Die Wohnung befindet sich in einem 5-Familienhaus mitten im Stadtzentrum in einem kinderfreundlichen Wohnquartier.Per 16. November 2026 oder nach Vereinbaren, vermieten wir diese 4.5-Zimmerwohnung mit ca. 96 m2 Wohnfläche und folgender Ausstattung:- grosszügige und offene Küche mit Fenster, Geschirrspüler- Bad/WC mit Einbauschränken und Handtuchradiator, Plattenboden- Wohnzimmer ca. 32 m2, mit Parkettboden - 3 Schlafzimmer sowie Korridor mit Parkettboden- Balkon ganztägig bis am Abend besonnt- separates Estrichabteil- Lift- Schulen, Kindergarten, Spital, Einkaufsmöglichkeiten in nächster Nähe- Bahnhof und Altstadt in kurzer Gehdistanz erreichbarEine Garagenbox kann für Fr. 170.-/Mt. dazu gemietet werden.Hunde- und Katzenhaltung ist in dieser Liegenschaft leider nicht möglich.****************************************Bemerkung zum Grundrissplan:Keine Gewähr für die Genauigkeit des Planes.Es zählen die effektiven Masse am Bau.","","","",""
"1789666061-33","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4.5 Zimmer","143m²","CHF 2'890.–","","","CHF 2'890.–","","","","","Schlossmühlestrasse 41, 8408 Winterthur","","","","","Grosszügige 4.5-Zimmer-Maisonette-Wohnung mit Terrasse und Dachgarten in Winterthur","","","","","Willkommen in dieser stilvollen und grosszügigen 4.5-Zimmer-Maisonette-Wohnung im 2. Obergeschoss eines modernen Gebäudes aus dem Jahr 2009 in Winterthur-Wülflingen. Mit einer Wohnfläche von 143 m² bietet diese Terrassenwohnung ein aussergewöhnliches Wohngefühl auf zwei Ebenen – ideal für Familien, Paare oder alle, die Raum und Komfort schätzen.Die Wohnung überzeugt mit folgenden Highlights: • Heller, offener Wohn- und Essbereich: Mit modernen weissen Küchenschränken, schwarzen Arbeitsflächen, hellem Laminatboden und grossen Fenstern. • Moderne Küche: Vollständig ausgestattet mit Geschirrspüler und viel Platz. • Mehrere Schlafzimmer: Gemütliche, helle Zimmer mit grossen Fenstern, Laminatboden und viel Stauraum. • Zwei moderne Badezimmer: Eines davon mit Doppelwaschbecken und Badewanne, das andere mit Dusche, Waschmaschine und Tumbler. • Terrasse und Dachgarten: Eine grosszügige Terrasse mit Plattenboden und Dachgarten – beide mit herrlichem Blick ins Grüne und auf die umliegenden Hügel. • Eingangsbereich mit Treppenhaus: Stilvoller Flur mit Laminat/Plattenboden und einer eleganten Treppe, die die beiden Wohnebenen verbindet. • Lift, Garage und Kabel-TV vorhanden. • Haustiere willkommen – kinderfreundlich und familientauglich. Die Wohnung ist im Sommer sehr sonnig und liegt in einer ruhigen Umgebung – sowohl Bahn- als auch Strassenlärm sind nachts kaum wahrnehmbar.Lage und Infrastruktur: Die Wohnung befindet sich in der Schlossmühlestrasse 41, 2. OG Haus G in Winterthur (8408) und profitiert von einer hervorragenden Anbindung sowie einer gut ausgebauten Nahversorgung: • Bushaltestelle Fachschule: nur 2 Gehminuten entfernt • ALDI Supermarkt: in 7 Gehminuten erreichbar • Primarschule Ausserdorf: in 11 Gehminuten – ideal für Familien mit Kindern • Drogerie Wülflingen GmbH: in 15 Gehminuten erreichbar • Fluss und Bahn in unmittelbarer Nähe Wir wünschen Ihnen eine tolle Besichtigung!","","","",""
"1789666061-34","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3 Zimmer","60m²","CHF 1'620.–","","","CHF 1'620.–","","","","","Giesserstrasse 1, 8406 Winterthur","","","","","Home Sweet Home","","","","","Per sofort oder nach Vereinbarung vermieten wir eine gemütliche 3-Zimmerwohnung im Erdgeschoss.Folgendes erwartet Sie:- Einfache Küche- Korridor, Wohn- und Schlafzimmer mit Laminatbodenbelag- Waschküche zur Mitbenützung- Balkon- KellerabteilDurch die regelmässigen Busverbindungen ist die Winterthurer-Altstadt 10 min entfernt.Bei Fragen zögern Sie nicht uns zu kontaktieren. Wir freuen uns auf Ihre Bewerbung.","","","",""
"1789666061-35","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","5.5 Zimmer","140m²","CHF 3'530.–","","","CHF 3'530.–","","","","","Salstrasse 20, 8400 Winterthur","","","","","Topmoderne Wohnung unweit der Winterthurer Altstadt","","","","","An der Salstrasse 20, 8400 Winterthur vermieten wir per 1. Dezember oder nach Vereinbarung eine schöne und topmoderne 5.5-Zimmerwohnung im EG.Innenausstattung: • Wohnraum und Küche mit geöltem Eichenparkett • Badezimmer mit Feinsteinzeugplatten • Geschirrspüler, Combi-Steamer, Kühlschrank und Induktionsherd (V-ZUG) • Waschturm (V-ZUG) • Grundrissplan siehe Dokumentation Die moderne Bauweise kombiniert hochwertige Materialien mit einer hellen, freundlichen Wohnatmosphäre und sorgt für ein angenehmes, behagliches Wohngefühl. Dank grosszügiger Fensterfronten sind die Räume lichtdurchflutet.Die Bilder stammen aus der Visualisierung des Neubaus aus dem Jahre 2022 und entsprechen nicht 1:1 der Wohnung, jedoch dem Ausbau. Den Grundriss entnehmen Sie bitte der Dokumentation (003)Bei Interesse wenden Sie sich bitte an Sabina Dederding","","","",""
"1789666061-36","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3.5 Zimmer","94m²","CHF 3'089.–","","","CHF 3'089.–","","","","","Dialogplatz 10, 8400 Winterthur","","","","","Moderne 3.5-Zimmerwohnung in der Lokstadt","","","","","Wir vermieten per 1. November 2026 diese tolle Wohnung im BIGBOY. Das Wohnhochhaus BIGBOY vereint alle Wünsche und bietet Ihnen mehr als nur schönes und gesundes Wohnen. Der BIGBOY überzeugt innen und aussen durch eine gekonnte Architektur und überragt das ganze Quartier.Der neue Stadtteil, das erste zertifizierte 2000-Watt-Areal in Winterthur, ist heute ein urbaner nachhaltiger Lebensraum mit zukunftsweisenden Visionen. Gebaut für Menschen, die das Stadtleben schätzen und sich der Zukunftsverantwortung bewusst sind. Die Wohnung liegt im 14. Obergeschoss und bietet folgende Highlights:- Gut möblierbare Grundrissaufteilung- Lichtdurchfluteter offener Wohn- und Essbereich- Offene Küche mit Küchengeräten der Firma Elektrolux- Zwei Moderne Badezimmer mit bodenebener Dusche und Badewanne inkl. Waschturm- Grosszügige Schlafzimmer mit viel Tageslicht- Gemütliche Loggia à 7.7 m2 mit Weitsicht- Edler Parkettbelag in allen Wohn-, Ess- und Schlafbereichen Ein eigenes Kellerabteil im Untergeschoss gehört zur Wohnung. Bitte beachten Sie, dass die Bilder Ihnen den Ausbaustandard aufzeigen sollen. Wir machen Sie darauf aufmerksam, dass die Bilder vom Grundriss der Wohnung abweichen können. Haben wir Ihr Interesse geweckt und Sie möchten sich diese schöne Wohnung anschauen? Dann zögern Sie nicht und setzen sich mit uns in Verbindung. Wir freuen uns auf Ihre Anfrage via dem Kontaktformular der Plattform.","","","",""
"1789666061-37","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3.5 Zimmer","100m²","CHF 2'470.–","","","CHF 2'470.–","","","","","Schlosshofstrasse 15, 8400 Winterthur","","","","","Werk 3 - rundum attrakiv leben im EG","","","","","Herzlich Willkommen im Werk 3. Das gut erschlossene Sulzer-Areal liegt im Brühlberg-Quartier, nahe dem Einkaufszentrum ""Lokwerk"". Das Stadtzentrum ist zu Fuss und per Buss schnell erreichbar, und die Nähe zur Autobahneinfahrt ""Töss"" bringt motorisierten Bewohnerneine zeitsparende Verkehrsanbindung nach Zürich und zum Flughafen. Das Werk 3 bietet viel Raum für individuelles Wohnen. Mit anderen Worten: Hier finden Sie die nötige Ruhe, für die Erfüllung urbaner und doch ungestörter Wohnträume.Die Wohnung ist mit allem ausgestattet, was von einer zeitgemässen Einrichtung erwartet werden darf. - Hochwertiger Ausbaustandard- Moderne, halboffene Küche mit schwarzer Natursteinabdeckung- Energieeffiziente Electrolux-Einbaugeräte- Eichenparkett im Wohn- und Schlafzimmer- Badezimmer mit keramischen Platten, Badewanne, Lavabo, Spiegelschrank- Kontrollierte Wohnraumlüftung- Eigene Waschmaschine / Tumbler- Loggia- Keller Bitte beachten Sie, dass die Fotoaufnahmen typenähnlich sind und lediglich dem Standard entsprechen. Haben wir Ihr Interesse geweckt und Sie möchten sich diese schöne Wohnung anschauen? Dann zögern Sie nicht und setzen sich mit uns in Verbindung. Wir freuen uns auf Ihre Anfrage via dem Kontaktformular der Plattform.","","","",""
"1789666061-38","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","2.5 Zimmer","57m²","CHF 2'085.–","","","CHF 2'085.–","","","","","Solarstrasse 27, 8404 Winterthur","","","","","Moderne Wohnung am Bahnhof Winterthur Hegi","","","","","Im aufstrebenden Hegi-Quartier in Winterthur steht eine exklusive 2.5-Zimmer-Wohnung per 01.11.2026 zur Verfügung. Sie vereint eine hochwertige Bauweise mit durchdachter Raumgestaltung und nachhaltiger Minergie-P-Zertifizierung.Freuen Sie sich unteranderem auf eine attraktive Wohnungen, die sich im 5. Stockwerk befindet.Doch das ist noch längst nicht alles, diese Highlights erwarten Sie: • Edles Eichenparkett • Überhohe und lichtdurchflutete Räume • Waschturm in der Wohnung • grosszügiges Kellerabteil • Kontrollierte Wohnungslüftung und Fussbodenheizung • Sonniger Sitzplatz • Nachhaltige Energieversorgung dank Fernwärme und Photovoltaik Die Lage ist ideal für alle, die naturnah und dennoch zentral leben möchten. Der Bahnhof Winterthur-Hegi liegt nur einen Katzensprung entfernt, und in nur 8 Minuten erreichen Sie den Hauptbahnhof Winterthur. Einkaufsmöglichkeiten, Schulen und Naherholungsgebiete befinden sich in unmittelbarer Nähe.Bitte beachten Sie, dass es sich bei den Fotos um Aufnahmen einer typenähnlichen Wohnung handelt.Wir freuen uns auf Ihre Kontaktaufnahme über das Kontaktformular ""Kontaktieren"".","","","",""
